ticket_id,customer_id,opened_at,resolved_at,priority,category,satisfaction_score
TICKET-CUST-00508-0,CUST-00508,2026-03-18 00:00:00+00:00,2026-03-19 06:58:37.301386249+00:00,medium,bug,2.8
TICKET-CUST-00508-1,CUST-00508,2026-02-23 00:00:00+00:00,2026-02-24 11:18:42.033445675+00:00,medium,billing,3.6
TICKET-CUST-00508-2,CUST-00508,2026-02-17 00:00:00+00:00,2026-02-18 17:21:08.324765273+00:00,medium,billing,4.6
TICKET-CUST-00508-3,CUST-00508,2026-03-06 00:00:00+00:00,,low,bug,5.0
TICKET-CUST-00508-4,CUST-00508,2026-03-26 00:00:00+00:00,2026-03-27 19:21:37.309903964+00:00,low,bug,2.9
TICKET-CUST-00509-0,CUST-00509,2026-02-07 00:00:00+00:00,2026-02-08 01:57:00.775709210+00:00,low,training,3.7
TICKET-CUST-00509-1,CUST-00509,2026-03-08 00:00:00+00:00,2026-03-09 19:23:53.677991407+00:00,medium,training,3.5
TICKET-CUST-00510-0,CUST-00510,2026-02-10 00:00:00+00:00,2026-02-11 20:55:18.425349914+00:00,low,general,3.4
TICKET-CUST-00511-0,CUST-00511,2026-04-12 00:00:00+00:00,2026-04-13 12:24:17.235739372+00:00,medium,billing,3.1
TICKET-CUST-00514-0,CUST-00514,2026-03-27 00:00:00+00:00,2026-03-28 18:12:00.548162103+00:00,high,billing,3.1
TICKET-CUST-00514-1,CUST-00514,2026-02-10 00:00:00+00:00,2026-02-11 22:13:29.888921991+00:00,low,bug,3.6
TICKET-CUST-00514-2,CUST-00514,2026-03-18 00:00:00+00:00,2026-03-20 01:24:54.582847730+00:00,medium,training,2.0
TICKET-CUST-00517-0,CUST-00517,2026-03-02 00:00:00+00:00,2026-03-02 22:26:12.637577497+00:00,high,billing,3.7
TICKET-CUST-00517-1,CUST-00517,2026-04-09 00:00:00+00:00,2026-04-10 07:10:22.337015193+00:00,medium,billing,2.6
TICKET-CUST-00520-0,CUST-00520,2026-02-22 00:00:00+00:00,2026-02-23 00:33:37.029003058+00:00,low,general,3.6
TICKET-CUST-00521-0,CUST-00521,2026-04-07 00:00:00+00:00,,low,general,4.2
TICKET-CUST-00522-0,CUST-00522,2026-04-16 00:00:00+00:00,2026-04-17 18:29:28.693135701+00:00,low,general,3.5
TICKET-CUST-00522-1,CUST-00522,2026-04-06 00:00:00+00:00,2026-04-06 20:59:03.201339928+00:00,low,training,3.3
TICKET-CUST-00524-0,CUST-00524,2026-04-05 00:00:00+00:00,2026-04-06 14:28:07.062585150+00:00,high,general,1.4
TICKET-CUST-00524-1,CUST-00524,2026-04-02 00:00:00+00:00,2026-04-03 17:02:21.956799858+00:00,high,general,3.0
TICKET-CUST-00524-2,CUST-00524,2026-02-24 00:00:00+00:00,2026-02-26 00:35:18.646534834+00:00,low,training,2.4
TICKET-CUST-00525-0,CUST-00525,2026-03-24 00:00:00+00:00,2026-03-25 04:05:46.750649331+00:00,low,billing,3.3
TICKET-CUST-00528-0,CUST-00528,2026-04-07 00:00:00+00:00,2026-04-08 13:09:30.898422620+00:00,low,training,3.5
TICKET-CUST-00528-1,CUST-00528,2026-04-02 00:00:00+00:00,2026-04-03 12:09:53.744827285+00:00,low,bug,3.2
TICKET-CUST-00528-2,CUST-00528,2026-01-27 00:00:00+00:00,2026-01-29 08:23:52.485320687+00:00,low,training,3.0
TICKET-CUST-00528-3,CUST-00528,2026-02-18 00:00:00+00:00,2026-02-20 02:14:12.578289624+00:00,low,training,3.0
TICKET-CUST-00529-0,CUST-00529,2026-04-02 00:00:00+00:00,2026-04-03 19:49:45.322324695+00:00,medium,bug,2.9
TICKET-CUST-00529-1,CUST-00529,2026-02-17 00:00:00+00:00,,low,general,2.6
TICKET-CUST-00530-0,CUST-00530,2026-03-26 00:00:00+00:00,2026-03-26 10:29:14.784070883+00:00,medium,general,4.7
TICKET-CUST-00530-1,CUST-00530,2026-03-29 00:00:00+00:00,2026-03-30 03:10:10.613878243+00:00,low,billing,2.4
TICKET-CUST-00531-0,CUST-00531,2026-02-17 00:00:00+00:00,2026-02-18 11:36:58.754538845+00:00,high,billing,2.7
TICKET-CUST-00531-1,CUST-00531,2026-04-01 00:00:00+00:00,2026-04-02 07:04:49.863669195+00:00,low,bug,2.3
TICKET-CUST-00532-0,CUST-00532,2026-03-09 00:00:00+00:00,2026-03-10 01:33:57.798113131+00:00,medium,bug,2.5
TICKET-CUST-00534-0,CUST-00534,2026-04-05 00:00:00+00:00,2026-04-07 07:52:31.886107610+00:00,low,general,3.1
TICKET-CUST-00534-1,CUST-00534,2026-02-08 00:00:00+00:00,2026-02-09 10:25:54.450713604+00:00,low,general,3.7
TICKET-CUST-00535-0,CUST-00535,2026-01-30 00:00:00+00:00,2026-01-30 19:44:10.685041629+00:00,medium,training,4.0
TICKET-CUST-00536-0,CUST-00536,2026-02-08 00:00:00+00:00,2026-02-09 17:18:21.857194713+00:00,low,billing,4.4
TICKET-CUST-00536-1,CUST-00536,2026-02-04 00:00:00+00:00,2026-02-05 06:41:03.631494273+00:00,medium,billing,3.7
TICKET-CUST-00536-2,CUST-00536,2026-04-12 00:00:00+00:00,2026-04-14 03:15:24.669347273+00:00,low,billing,2.9
TICKET-CUST-00538-0,CUST-00538,2026-03-05 00:00:00+00:00,2026-03-07 00:25:42.666609523+00:00,low,training,4.5
TICKET-CUST-00538-1,CUST-00538,2026-03-05 00:00:00+00:00,2026-03-06 11:28:05.620902497+00:00,high,general,2.8
TICKET-CUST-00538-2,CUST-00538,2026-01-26 00:00:00+00:00,2026-01-27 22:21:15.435067974+00:00,medium,billing,3.6
TICKET-CUST-00539-0,CUST-00539,2026-04-19 00:00:00+00:00,2026-04-19 23:33:23.942211505+00:00,medium,training,3.2
TICKET-CUST-00541-0,CUST-00541,2026-01-27 00:00:00+00:00,2026-01-27 18:12:58.625502704+00:00,high,training,2.8
TICKET-CUST-00541-1,CUST-00541,2026-02-15 00:00:00+00:00,2026-02-16 04:11:09.025067258+00:00,high,general,4.4
TICKET-CUST-00542-0,CUST-00542,2026-02-12 00:00:00+00:00,2026-02-13 01:42:55.697605281+00:00,low,training,3.2
TICKET-CUST-00545-0,CUST-00545,2026-02-12 00:00:00+00:00,2026-02-14 12:56:57.736679616+00:00,medium,training,2.7
TICKET-CUST-00545-1,CUST-00545,2026-03-27 00:00:00+00:00,2026-03-28 19:25:49.795823294+00:00,medium,billing,2.0
TICKET-CUST-00545-2,CUST-00545,2026-03-03 00:00:00+00:00,2026-03-04 17:15:08.773060999+00:00,medium,bug,2.4
TICKET-CUST-00545-3,CUST-00545,2026-03-04 00:00:00+00:00,2026-03-06 12:34:29.909700865+00:00,high,bug,3.0
TICKET-CUST-00546-0,CUST-00546,2026-02-10 00:00:00+00:00,2026-02-12 04:18:50.001089873+00:00,low,billing,3.3
TICKET-CUST-00546-1,CUST-00546,2026-01-30 00:00:00+00:00,2026-02-01 04:36:59.912910577+00:00,medium,bug,2.3
TICKET-CUST-00546-2,CUST-00546,2026-02-12 00:00:00+00:00,2026-02-13 18:41:14.951068282+00:00,medium,bug,1.5
TICKET-CUST-00546-3,CUST-00546,2026-03-04 00:00:00+00:00,2026-03-06 06:31:37.737356490+00:00,medium,training,3.1
TICKET-CUST-00547-0,CUST-00547,2026-01-22 00:00:00+00:00,2026-01-22 17:38:45.193076402+00:00,medium,billing,3.4
TICKET-CUST-00548-0,CUST-00548,2026-03-26 00:00:00+00:00,2026-03-28 04:48:00.314765968+00:00,medium,billing,3.0
TICKET-CUST-00548-1,CUST-00548,2026-04-18 00:00:00+00:00,2026-04-19 18:03:36.718139184+00:00,medium,bug,3.3
TICKET-CUST-00548-2,CUST-00548,2026-04-01 00:00:00+00:00,2026-04-02 21:27:51.987161361+00:00,medium,bug,1.5
TICKET-CUST-00549-0,CUST-00549,2026-01-27 00:00:00+00:00,2026-01-28 02:50:30.126914641+00:00,medium,bug,2.6
TICKET-CUST-00550-0,CUST-00550,2026-02-28 00:00:00+00:00,,medium,billing,2.2
TICKET-CUST-00550-1,CUST-00550,2026-02-22 00:00:00+00:00,2026-02-23 22:51:53.616605769+00:00,high,billing,2.8
TICKET-CUST-00550-2,CUST-00550,2026-03-29 00:00:00+00:00,2026-03-31 07:21:29.353497715+00:00,low,training,3.7
TICKET-CUST-00550-3,CUST-00550,2026-01-31 00:00:00+00:00,2026-02-02 05:00:05.743763453+00:00,medium,training,2.7
TICKET-CUST-00551-0,CUST-00551,2026-01-25 00:00:00+00:00,2026-01-25 10:07:51.652174729+00:00,high,bug,3.1
TICKET-CUST-00551-1,CUST-00551,2026-04-15 00:00:00+00:00,2026-04-16 09:58:03.956814973+00:00,low,training,2.8
TICKET-CUST-00551-2,CUST-00551,2026-02-05 00:00:00+00:00,2026-02-05 22:59:01.597537046+00:00,low,billing,2.4
TICKET-CUST-00552-0,CUST-00552,2026-02-06 00:00:00+00:00,2026-02-07 12:41:58.144536839+00:00,low,bug,3.5
TICKET-CUST-00552-1,CUST-00552,2026-02-11 00:00:00+00:00,2026-02-12 16:04:45.648059189+00:00,low,training,3.8
TICKET-CUST-00553-0,CUST-00553,2026-03-08 00:00:00+00:00,2026-03-10 02:44:46.839740419+00:00,low,general,4.9
TICKET-CUST-00553-1,CUST-00553,2026-03-14 00:00:00+00:00,2026-03-15 15:33:30.163384942+00:00,low,general,3.6
TICKET-CUST-00555-0,CUST-00555,2026-03-15 00:00:00+00:00,2026-03-16 03:31:04.392530648+00:00,low,general,2.9
TICKET-CUST-00558-0,CUST-00558,2026-03-31 00:00:00+00:00,2026-04-01 06:36:59.748818152+00:00,medium,general,1.7
TICKET-CUST-00559-0,CUST-00559,2026-03-23 00:00:00+00:00,2026-03-23 17:45:55.548493964+00:00,high,general,2.9
TICKET-CUST-00561-0,CUST-00561,2026-01-28 00:00:00+00:00,2026-01-29 00:34:56.684073309+00:00,low,training,3.5
TICKET-CUST-00562-0,CUST-00562,2026-02-18 00:00:00+00:00,2026-02-19 17:51:17.141414028+00:00,high,bug,2.9
TICKET-CUST-00563-0,CUST-00563,2026-02-20 00:00:00+00:00,2026-02-21 16:01:57.595312399+00:00,medium,training,3.9
TICKET-CUST-00565-0,CUST-00565,2026-04-18 00:00:00+00:00,2026-04-19 12:31:30.922109034+00:00,low,bug,2.5
TICKET-CUST-00565-1,CUST-00565,2026-04-13 00:00:00+00:00,2026-04-14 03:33:49.519872921+00:00,high,bug,1.7
TICKET-CUST-00566-0,CUST-00566,2026-02-11 00:00:00+00:00,2026-02-12 08:13:56.158637362+00:00,low,bug,2.9
TICKET-CUST-00567-0,CUST-00567,2026-02-21 00:00:00+00:00,,low,billing,3.0
TICKET-CUST-00567-1,CUST-00567,2026-02-26 00:00:00+00:00,2026-02-27 02:27:24.153057032+00:00,low,training,2.9
TICKET-CUST-00568-0,CUST-00568,2026-03-17 00:00:00+00:00,2026-03-19 10:47:57.746290457+00:00,medium,billing,1.8
TICKET-CUST-00568-1,CUST-00568,2026-02-13 00:00:00+00:00,2026-02-15 14:30:43.646998694+00:00,high,general,2.4
TICKET-CUST-00570-0,CUST-00570,2026-02-07 00:00:00+00:00,2026-02-07 20:05:59.555806873+00:00,medium,training,4.7
TICKET-CUST-00576-0,CUST-00576,2026-03-14 00:00:00+00:00,,medium,billing,4.2
TICKET-CUST-00576-1,CUST-00576,2026-04-10 00:00:00+00:00,2026-04-11 01:30:54.959317511+00:00,low,bug,3.1
TICKET-CUST-00576-2,CUST-00576,2026-02-27 00:00:00+00:00,2026-02-27 15:09:10.273297689+00:00,low,bug,3.0
TICKET-CUST-00577-0,CUST-00577,2026-04-08 00:00:00+00:00,2026-04-09 09:26:39.898085181+00:00,medium,general,2.7
TICKET-CUST-00577-1,CUST-00577,2026-02-11 00:00:00+00:00,2026-02-12 08:09:18.545861413+00:00,low,training,3.3
TICKET-CUST-00578-0,CUST-00578,2026-03-16 00:00:00+00:00,2026-03-18 05:03:10.990304419+00:00,low,training,3.0
TICKET-CUST-00580-0,CUST-00580,2026-02-01 00:00:00+00:00,2026-02-02 01:39:46.292784321+00:00,medium,general,2.0
TICKET-CUST-00581-0,CUST-00581,2026-03-22 00:00:00+00:00,2026-03-23 14:17:54.685861134+00:00,medium,general,1.8
TICKET-CUST-00582-0,CUST-00582,2026-01-31 00:00:00+00:00,2026-02-01 15:30:13.365805842+00:00,medium,training,4.0
TICKET-CUST-00582-1,CUST-00582,2026-03-01 00:00:00+00:00,2026-03-02 03:05:55.604908610+00:00,medium,training,4.8
TICKET-CUST-00583-0,CUST-00583,2026-04-07 00:00:00+00:00,2026-04-09 15:56:02.617590548+00:00,medium,training,1.5
TICKET-CUST-00585-0,CUST-00585,2026-03-09 00:00:00+00:00,2026-03-09 19:36:15.225167658+00:00,high,general,4.3
TICKET-CUST-00586-0,CUST-00586,2026-03-08 00:00:00+00:00,2026-03-09 03:21:19.283430712+00:00,low,general,2.5
TICKET-CUST-00587-0,CUST-00587,2026-01-24 00:00:00+00:00,2026-01-26 08:47:54.106589018+00:00,medium,bug,3.5
TICKET-CUST-00587-1,CUST-00587,2026-02-07 00:00:00+00:00,2026-02-08 14:15:43.582257065+00:00,low,bug,2.7
TICKET-CUST-00587-2,CUST-00587,2026-02-03 00:00:00+00:00,2026-02-05 05:45:11.854033621+00:00,low,general,1.9
TICKET-CUST-00590-0,CUST-00590,2026-02-16 00:00:00+00:00,2026-02-17 03:44:34.966382518+00:00,low,general,2.5
TICKET-CUST-00592-0,CUST-00592,2026-03-20 00:00:00+00:00,2026-03-22 00:13:36.525365406+00:00,high,training,3.9
TICKET-CUST-00592-1,CUST-00592,2026-03-10 00:00:00+00:00,2026-03-10 22:58:31.308249395+00:00,low,billing,3.6
TICKET-CUST-00592-2,CUST-00592,2026-03-02 00:00:00+00:00,2026-03-03 18:06:49.780034543+00:00,medium,training,2.7
TICKET-CUST-00592-3,CUST-00592,2026-03-21 00:00:00+00:00,2026-03-22 07:15:37.881840026+00:00,low,training,3.3
TICKET-CUST-00593-0,CUST-00593,2026-03-04 00:00:00+00:00,2026-03-05 16:05:35.443807748+00:00,medium,general,3.5
TICKET-CUST-00597-0,CUST-00597,2026-01-29 00:00:00+00:00,2026-01-30 02:06:04.258654508+00:00,medium,training,4.2
TICKET-CUST-00597-1,CUST-00597,2026-03-25 00:00:00+00:00,2026-03-26 14:34:36.452032680+00:00,medium,bug,3.0
TICKET-CUST-00598-0,CUST-00598,2026-03-19 00:00:00+00:00,2026-03-20 01:14:44.596893393+00:00,medium,bug,4.6
TICKET-CUST-00598-1,CUST-00598,2026-04-01 00:00:00+00:00,2026-04-03 03:08:16.374815459+00:00,medium,bug,3.0
TICKET-CUST-00600-0,CUST-00600,2026-03-23 00:00:00+00:00,2026-03-24 06:39:12.026948678+00:00,low,general,2.4
TICKET-CUST-00600-1,CUST-00600,2026-02-18 00:00:00+00:00,2026-02-19 04:29:15.624711737+00:00,low,billing,3.5
TICKET-CUST-00600-2,CUST-00600,2026-03-09 00:00:00+00:00,2026-03-10 09:44:09.577792929+00:00,medium,general,3.2
TICKET-CUST-00600-3,CUST-00600,2026-04-04 00:00:00+00:00,2026-04-05 07:19:05.075699507+00:00,high,billing,3.4
TICKET-CUST-00601-0,CUST-00601,2026-01-30 00:00:00+00:00,2026-02-01 03:49:28.298444744+00:00,low,training,2.3
TICKET-CUST-00601-1,CUST-00601,2026-04-18 00:00:00+00:00,,low,general,2.4
TICKET-CUST-00601-2,CUST-00601,2026-02-08 00:00:00+00:00,,low,bug,3.9
TICKET-CUST-00602-0,CUST-00602,2026-02-28 00:00:00+00:00,,medium,general,3.6
TICKET-CUST-00602-1,CUST-00602,2026-02-03 00:00:00+00:00,2026-02-05 03:35:39.291795585+00:00,low,general,2.6
TICKET-CUST-00602-2,CUST-00602,2026-04-13 00:00:00+00:00,2026-04-15 08:08:27.509950752+00:00,medium,general,3.0
TICKET-CUST-00603-0,CUST-00603,2026-03-02 00:00:00+00:00,2026-03-03 16:38:12.974007284+00:00,medium,training,4.9
TICKET-CUST-00603-1,CUST-00603,2026-03-27 00:00:00+00:00,2026-03-28 00:26:40.052830925+00:00,low,training,2.9
TICKET-CUST-00607-0,CUST-00607,2026-03-07 00:00:00+00:00,2026-03-09 02:33:32.128619289+00:00,medium,billing,2.7
TICKET-CUST-00607-1,CUST-00607,2026-04-05 00:00:00+00:00,,high,general,2.1
TICKET-CUST-00607-2,CUST-00607,2026-03-06 00:00:00+00:00,,low,general,3.3
TICKET-CUST-00607-3,CUST-00607,2026-04-02 00:00:00+00:00,2026-04-03 20:18:19.983062540+00:00,medium,training,3.0
TICKET-CUST-00609-0,CUST-00609,2026-02-19 00:00:00+00:00,,medium,billing,2.6
TICKET-CUST-00609-1,CUST-00609,2026-04-04 00:00:00+00:00,2026-04-05 21:58:49.470332895+00:00,medium,billing,2.8
TICKET-CUST-00610-0,CUST-00610,2026-03-11 00:00:00+00:00,2026-03-12 11:45:30.820133219+00:00,low,general,2.1
TICKET-CUST-00612-0,CUST-00612,2026-04-13 00:00:00+00:00,2026-04-14 22:21:36.391510559+00:00,high,general,4.0
TICKET-CUST-00613-0,CUST-00613,2026-03-02 00:00:00+00:00,,medium,billing,2.6
TICKET-CUST-00613-1,CUST-00613,2026-03-27 00:00:00+00:00,,low,billing,2.0
TICKET-CUST-00613-2,CUST-00613,2026-01-25 00:00:00+00:00,,low,general,2.2
TICKET-CUST-00614-0,CUST-00614,2026-03-08 00:00:00+00:00,2026-03-09 18:11:34.910874364+00:00,high,bug,3.7
TICKET-CUST-00615-0,CUST-00615,2026-03-13 00:00:00+00:00,2026-03-13 15:50:06.391658436+00:00,medium,bug,3.2
TICKET-CUST-00617-0,CUST-00617,2026-04-05 00:00:00+00:00,2026-04-06 00:29:16.548502823+00:00,high,billing,3.8
TICKET-CUST-00619-0,CUST-00619,2026-03-23 00:00:00+00:00,2026-03-23 17:19:51.660035538+00:00,low,billing,4.8
TICKET-CUST-00619-1,CUST-00619,2026-01-31 00:00:00+00:00,2026-01-31 22:02:13.803933201+00:00,low,bug,4.0
TICKET-CUST-00620-0,CUST-00620,2026-02-15 00:00:00+00:00,2026-02-17 03:45:05.008289586+00:00,low,billing,3.2
TICKET-CUST-00621-0,CUST-00621,2026-04-03 00:00:00+00:00,2026-04-04 23:21:19.990107638+00:00,low,bug,3.7
TICKET-CUST-00628-0,CUST-00628,2026-03-09 00:00:00+00:00,2026-03-10 05:37:44.119212367+00:00,medium,billing,2.6
TICKET-CUST-00629-0,CUST-00629,2026-03-27 00:00:00+00:00,2026-03-28 11:39:51.271285808+00:00,medium,general,4.3
TICKET-CUST-00631-0,CUST-00631,2026-02-23 00:00:00+00:00,2026-02-24 13:45:33.276935547+00:00,high,bug,2.6
TICKET-CUST-00632-0,CUST-00632,2026-03-31 00:00:00+00:00,2026-03-31 22:06:00.270082760+00:00,low,training,2.9
TICKET-CUST-00634-0,CUST-00634,2026-03-04 00:00:00+00:00,2026-03-05 13:12:57.016721218+00:00,low,bug,3.5
TICKET-CUST-00635-0,CUST-00635,2026-04-02 00:00:00+00:00,2026-04-02 12:48:10.867926046+00:00,low,bug,2.5
TICKET-CUST-00637-0,CUST-00637,2026-04-06 00:00:00+00:00,2026-04-07 15:39:46.565264401+00:00,high,general,2.9
TICKET-CUST-00638-0,CUST-00638,2026-03-07 00:00:00+00:00,2026-03-08 02:54:10.355299584+00:00,low,billing,4.7
TICKET-CUST-00638-1,CUST-00638,2026-01-30 00:00:00+00:00,2026-01-31 01:11:58.558499611+00:00,medium,billing,4.3
TICKET-CUST-00639-0,CUST-00639,2026-03-19 00:00:00+00:00,2026-03-20 06:53:04.854463724+00:00,low,billing,3.4
TICKET-CUST-00639-1,CUST-00639,2026-04-07 00:00:00+00:00,2026-04-08 01:38:14.300556486+00:00,medium,billing,4.0
TICKET-CUST-00639-2,CUST-00639,2026-02-03 00:00:00+00:00,2026-02-03 15:28:27.800821486+00:00,high,bug,2.6
TICKET-CUST-00640-0,CUST-00640,2026-04-04 00:00:00+00:00,2026-04-05 13:22:25.971852755+00:00,low,billing,3.5
TICKET-CUST-00641-0,CUST-00641,2026-02-14 00:00:00+00:00,2026-02-15 18:54:03.035834965+00:00,low,billing,1.7
TICKET-CUST-00641-1,CUST-00641,2026-01-24 00:00:00+00:00,2026-01-26 04:20:45.864951515+00:00,low,billing,3.6
TICKET-CUST-00641-2,CUST-00641,2026-03-09 00:00:00+00:00,,low,training,2.5
TICKET-CUST-00643-0,CUST-00643,2026-04-06 00:00:00+00:00,2026-04-08 00:21:15.599314792+00:00,high,training,3.4
TICKET-CUST-00643-1,CUST-00643,2026-03-12 00:00:00+00:00,,medium,general,3.4
TICKET-CUST-00643-2,CUST-00643,2026-04-19 00:00:00+00:00,2026-04-20 15:08:22.935962165+00:00,low,training,3.6
TICKET-CUST-00644-0,CUST-00644,2026-04-06 00:00:00+00:00,2026-04-07 15:59:04.247023113+00:00,medium,bug,2.6
TICKET-CUST-00646-0,CUST-00646,2026-02-28 00:00:00+00:00,2026-02-28 19:26:49.382928950+00:00,high,billing,4.0
TICKET-CUST-00647-0,CUST-00647,2026-02-02 00:00:00+00:00,,low,general,1.9
TICKET-CUST-00648-0,CUST-00648,2026-03-27 00:00:00+00:00,2026-03-29 05:04:39.779659849+00:00,high,billing,4.3
TICKET-CUST-00648-1,CUST-00648,2026-04-01 00:00:00+00:00,2026-04-03 01:46:29.494656168+00:00,medium,billing,1.6
TICKET-CUST-00649-0,CUST-00649,2026-02-19 00:00:00+00:00,2026-02-20 13:46:46.189512637+00:00,low,general,4.3
TICKET-CUST-00649-1,CUST-00649,2026-02-13 00:00:00+00:00,2026-02-13 19:04:40.841677364+00:00,medium,bug,3.4
TICKET-CUST-00649-2,CUST-00649,2026-04-18 00:00:00+00:00,2026-04-19 14:37:21.885015606+00:00,high,training,3.9
TICKET-CUST-00650-0,CUST-00650,2026-01-24 00:00:00+00:00,2026-01-25 19:41:24.640750681+00:00,low,bug,3.7
TICKET-CUST-00650-1,CUST-00650,2026-02-10 00:00:00+00:00,2026-02-11 10:02:16.911806153+00:00,low,general,3.2
TICKET-CUST-00650-2,CUST-00650,2026-02-10 00:00:00+00:00,2026-02-11 15:08:53.129167657+00:00,medium,training,4.3
TICKET-CUST-00650-3,CUST-00650,2026-02-06 00:00:00+00:00,2026-02-07 18:51:29.637824649+00:00,medium,general,3.9
TICKET-CUST-00650-4,CUST-00650,2026-02-09 00:00:00+00:00,2026-02-10 21:09:45.908347563+00:00,low,billing,4.8
TICKET-CUST-00650-5,CUST-00650,2026-02-07 00:00:00+00:00,,medium,bug,2.4
TICKET-CUST-00651-0,CUST-00651,2026-01-25 00:00:00+00:00,2026-01-26 11:56:02.096310179+00:00,low,general,2.7
TICKET-CUST-00653-0,CUST-00653,2026-02-04 00:00:00+00:00,2026-02-05 04:18:38.111874100+00:00,low,general,3.6
TICKET-CUST-00653-1,CUST-00653,2026-04-10 00:00:00+00:00,2026-04-10 12:43:18.722595093+00:00,medium,billing,3.2
TICKET-CUST-00654-0,CUST-00654,2026-03-15 00:00:00+00:00,2026-03-17 00:22:02.952539688+00:00,medium,billing,2.3
TICKET-CUST-00654-1,CUST-00654,2026-04-11 00:00:00+00:00,,medium,general,4.1
TICKET-CUST-00655-0,CUST-00655,2026-02-19 00:00:00+00:00,2026-02-21 01:25:11.939963609+00:00,medium,bug,2.9
TICKET-CUST-00655-1,CUST-00655,2026-03-06 00:00:00+00:00,2026-03-08 08:04:02.060602838+00:00,medium,general,2.4
TICKET-CUST-00656-0,CUST-00656,2026-04-20 00:00:00+00:00,2026-04-21 23:11:16.762639603+00:00,low,general,1.3
TICKET-CUST-00657-0,CUST-00657,2026-04-01 00:00:00+00:00,2026-04-02 13:39:41.218699043+00:00,medium,bug,3.6
TICKET-CUST-00661-0,CUST-00661,2026-02-08 00:00:00+00:00,2026-02-08 13:49:30.197610802+00:00,medium,training,4.6
TICKET-CUST-00661-1,CUST-00661,2026-02-24 00:00:00+00:00,2026-02-25 00:35:06.898712800+00:00,high,training,4.3
TICKET-CUST-00662-0,CUST-00662,2026-03-19 00:00:00+00:00,2026-03-20 04:54:25.454867132+00:00,low,billing,3.6
TICKET-CUST-00664-0,CUST-00664,2026-02-01 00:00:00+00:00,2026-02-02 07:30:39.574010736+00:00,low,bug,2.9
TICKET-CUST-00664-1,CUST-00664,2026-02-01 00:00:00+00:00,2026-02-03 03:41:11.344940280+00:00,low,training,2.1
TICKET-CUST-00664-2,CUST-00664,2026-02-05 00:00:00+00:00,2026-02-06 09:03:42.278275606+00:00,low,bug,3.5
TICKET-CUST-00665-0,CUST-00665,2026-04-01 00:00:00+00:00,2026-04-02 04:32:59.504372607+00:00,medium,billing,2.9
TICKET-CUST-00665-1,CUST-00665,2026-04-09 00:00:00+00:00,2026-04-10 06:55:15.682912224+00:00,low,billing,3.8
TICKET-CUST-00666-0,CUST-00666,2026-02-03 00:00:00+00:00,2026-02-03 08:07:39.796504595+00:00,medium,general,3.8
TICKET-CUST-00667-0,CUST-00667,2026-01-31 00:00:00+00:00,2026-01-31 17:51:22.052572951+00:00,medium,billing,3.7
TICKET-CUST-00669-0,CUST-00669,2026-02-14 00:00:00+00:00,2026-02-14 16:25:27.139274545+00:00,high,bug,2.9
TICKET-CUST-00672-0,CUST-00672,2026-02-22 00:00:00+00:00,2026-02-22 09:44:33.020570386+00:00,medium,general,5.0
TICKET-CUST-00673-0,CUST-00673,2026-02-01 00:00:00+00:00,2026-02-01 08:22:22.800222766+00:00,high,bug,4.4
TICKET-CUST-00674-0,CUST-00674,2026-03-20 00:00:00+00:00,2026-03-21 04:51:47.812438400+00:00,high,general,4.8
TICKET-CUST-00674-1,CUST-00674,2026-02-10 00:00:00+00:00,2026-02-10 19:59:38.614400490+00:00,medium,general,2.6
TICKET-CUST-00676-0,CUST-00676,2026-02-14 00:00:00+00:00,2026-02-16 02:49:16.232502642+00:00,low,general,2.9
TICKET-CUST-00677-0,CUST-00677,2026-03-02 00:00:00+00:00,2026-03-03 12:51:29.786253421+00:00,low,bug,1.8
TICKET-CUST-00677-1,CUST-00677,2026-04-10 00:00:00+00:00,2026-04-11 11:15:15.013474474+00:00,medium,billing,2.4
TICKET-CUST-00678-0,CUST-00678,2026-03-08 00:00:00+00:00,2026-03-09 11:29:48.298915683+00:00,medium,billing,3.6
TICKET-CUST-00678-1,CUST-00678,2026-02-10 00:00:00+00:00,2026-02-12 03:51:31.085020481+00:00,low,billing,3.1
TICKET-CUST-00678-2,CUST-00678,2026-01-31 00:00:00+00:00,2026-02-02 00:38:07.406941401+00:00,medium,general,3.2
TICKET-CUST-00678-3,CUST-00678,2026-03-20 00:00:00+00:00,2026-03-22 00:07:27.724528841+00:00,low,training,3.0
TICKET-CUST-00679-0,CUST-00679,2026-02-14 00:00:00+00:00,2026-02-15 02:44:48.585469253+00:00,low,general,2.4
TICKET-CUST-00679-1,CUST-00679,2026-03-05 00:00:00+00:00,2026-03-06 04:20:33.729081155+00:00,high,bug,3.5
TICKET-CUST-00681-0,CUST-00681,2026-03-24 00:00:00+00:00,2026-03-25 01:10:30.175579441+00:00,low,general,3.8
TICKET-CUST-00682-0,CUST-00682,2026-04-18 00:00:00+00:00,2026-04-19 13:02:07.602053846+00:00,medium,training,4.8
TICKET-CUST-00682-1,CUST-00682,2026-02-17 00:00:00+00:00,2026-02-18 18:47:09.727830736+00:00,low,training,3.1
TICKET-CUST-00683-0,CUST-00683,2026-02-04 00:00:00+00:00,,high,billing,1.2
TICKET-CUST-00683-1,CUST-00683,2026-02-07 00:00:00+00:00,2026-02-08 18:24:52.818146288+00:00,low,training,2.5
